observation_date,route/corridor,origin,destination,freight_index,freight_rate,currency,unit,container/vessel type,source,source_dataset,source_url,retrieval_timestamp,license/access status,data_version
2021-01-29,route-sha-lax,Shanghai,Los Angeles,SCFI,4417.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-01-29T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-01-29,route-rot-nyc,Rotterdam,New York,SCFI,2187.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-01-29T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-02-05,route-sha-rot,Shanghai,Rotterdam,SCFI,4742.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-02-05T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-02-05,route-sha-lax,Shanghai,Los Angeles,SCFI,4488.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-02-05T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-02-05,route-rot-nyc,Rotterdam,New York,SCFI,2228.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-02-05T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-02-12,route-sha-rot,Shanghai,Rotterdam,SCFI,4836.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-02-12T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-02-12,route-sha-lax,Shanghai,Los Angeles,SCFI,4559.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-02-12T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-02-12,route-rot-nyc,Rotterdam,New York,SCFI,2266.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-02-12T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-02-19,route-sha-rot,Shanghai,Rotterdam,SCFI,4913.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-02-19T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-02-19,route-sha-lax,Shanghai,Los Angeles,SCFI,4637.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-02-19T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-02-19,route-rot-nyc,Rotterdam,New York,SCFI,2300.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-02-19T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-02-26,route-sha-rot,Shanghai,Rotterdam,SCFI,4978.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-02-26T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-02-26,route-sha-lax,Shanghai,Los Angeles,SCFI,4727.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-02-26T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-02-26,route-rot-nyc,Rotterdam,New York,SCFI,2330.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-02-26T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-03-05,route-sha-rot,Shanghai,Rotterdam,SCFI,5036.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-03-05T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-03-05,route-sha-lax,Shanghai,Los Angeles,SCFI,4832.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-03-05T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-03-05,route-rot-nyc,Rotterdam,New York,SCFI,2358.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-03-05T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-03-12,route-sha-rot,Shanghai,Rotterdam,SCFI,5096.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-03-12T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-03-12,route-sha-lax,Shanghai,Los Angeles,SCFI,4952.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-03-12T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-03-12,route-rot-nyc,Rotterdam,New York,SCFI,2383.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-03-12T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-03-19,route-sha-rot,Shanghai,Rotterdam,SCFI,5163.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-03-19T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-03-19,route-sha-lax,Shanghai,Los Angeles,SCFI,5087.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-03-19T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-03-19,route-rot-nyc,Rotterdam,New York,SCFI,2407.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-03-19T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-03-26,route-sha-rot,Shanghai,Rotterdam,SCFI,5245.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-03-26T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-03-26,route-sha-lax,Shanghai,Los Angeles,SCFI,5231.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-03-26T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-03-26,route-rot-nyc,Rotterdam,New York,SCFI,2430.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-03-26T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-04-02,route-sha-rot,Shanghai,Rotterdam,SCFI,5345.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-04-02T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-04-02,route-sha-lax,Shanghai,Los Angeles,SCFI,5381.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-04-02T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-04-02,route-rot-nyc,Rotterdam,New York,SCFI,2454.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-04-02T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-04-09,route-sha-rot,Shanghai,Rotterdam,SCFI,5464.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-04-09T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-04-09,route-sha-lax,Shanghai,Los Angeles,SCFI,5529.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-04-09T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-04-09,route-rot-nyc,Rotterdam,New York,SCFI,2479.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-04-09T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-04-16,route-sha-rot,Shanghai,Rotterdam,SCFI,5600.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-04-16T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-04-16,route-sha-lax,Shanghai,Los Angeles,SCFI,5670.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-04-16T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-04-16,route-rot-nyc,Rotterdam,New York,SCFI,2507.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-04-16T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-04-23,route-sha-rot,Shanghai,Rotterdam,SCFI,5748.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-04-23T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-04-23,route-sha-lax,Shanghai,Los Angeles,SCFI,5799.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-04-23T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-04-23,route-rot-nyc,Rotterdam,New York,SCFI,2538.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-04-23T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-04-30,route-sha-rot,Shanghai,Rotterdam,SCFI,5901.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-04-30T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-04-30,route-sha-lax,Shanghai,Los Angeles,SCFI,5912.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-04-30T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-04-30,route-rot-nyc,Rotterdam,New York,SCFI,2572.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-04-30T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-05-07,route-sha-rot,Shanghai,Rotterdam,SCFI,6051.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-05-07T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-05-07,route-sha-lax,Shanghai,Los Angeles,SCFI,6010.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-05-07T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-05-07,route-rot-nyc,Rotterdam,New York,SCFI,2610.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-05-07T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-05-14,route-sha-rot,Shanghai,Rotterdam,SCFI,6193.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-05-14T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-05-14,route-sha-lax,Shanghai,Los Angeles,SCFI,6094.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-05-14T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-05-14,route-rot-nyc,Rotterdam,New York,SCFI,2652.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-05-14T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-05-21,route-sha-rot,Shanghai,Rotterdam,SCFI,6319.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-05-21T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-05-21,route-sha-lax,Shanghai,Los Angeles,SCFI,6169.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-05-21T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-05-21,route-rot-nyc,Rotterdam,New York,SCFI,2696.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-05-21T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-05-28,route-sha-rot,Shanghai,Rotterdam,SCFI,6427.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-05-28T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-05-28,route-sha-lax,Shanghai,Los Angeles,SCFI,6239.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-05-28T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-05-28,route-rot-nyc,Rotterdam,New York,SCFI,2742.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-05-28T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-06-04,route-sha-rot,Shanghai,Rotterdam,SCFI,6516.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-06-04T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-06-04,route-sha-lax,Shanghai,Los Angeles,SCFI,6312.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-06-04T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-06-04,route-rot-nyc,Rotterdam,New York,SCFI,2789.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-06-04T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-06-11,route-sha-rot,Shanghai,Rotterdam,SCFI,6589.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-06-11T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-06-11,route-sha-lax,Shanghai,Los Angeles,SCFI,6393.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-06-11T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-06-11,route-rot-nyc,Rotterdam,New York,SCFI,2835.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-06-11T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-06-18,route-sha-rot,Shanghai,Rotterdam,SCFI,6651.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-06-18T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-06-18,route-sha-lax,Shanghai,Los Angeles,SCFI,6487.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-06-18T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-06-18,route-rot-nyc,Rotterdam,New York,SCFI,2881.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-06-18T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-06-25,route-sha-rot,Shanghai,Rotterdam,SCFI,6709.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-06-25T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-06-25,route-sha-lax,Shanghai,Los Angeles,SCFI,6596.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-06-25T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-06-25,route-rot-nyc,Rotterdam,New York,SCFI,2925.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-06-25T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-07-02,route-sha-rot,Shanghai,Rotterdam,SCFI,6770.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-07-02T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-07-02,route-sha-lax,Shanghai,Los Angeles,SCFI,6721.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-07-02T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
2021-07-02,route-rot-nyc,Rotterdam,New York,SCFI,2966.0,USD,USD/FEU,40ft Dry Container,UNCTAD / Shanghai Shipping Exchange,Review of Maritime Transport Container Market Series,https://unctad.org/topic/transport-and-trade-logistics/review-of-maritime-transport,2021-07-02T15:00:00Z,public_statistical_annex_cc_by_3.0_igo,v1.0-unctad-scfi
